Book Name,Ratings,User,reviewStars
The Girl Who Kicked the Hornet's Nest,4.21,,really liked it
The Tell-Tale Heart and Other Writings,4.16,,really liked it
The V Girl,4.01,,really liked it
City of Fallen Angels,4.15,,really liked it
The Merchant of Venice,3.79,,it was ok
Perfect Match,3.94,,it was amazing
The Perks of Being a Wallflower,4.2,,really liked it
Animal Farm,3.9,,really liked it
The Stranger,3.97,,it was amazing
And the Tide Turns,3.9,,
Dead Until Dark,3.96,,did not like it
Harry Styles and the New York Apocalypse,4.18,,liked it
The Egyptologist,3.27,,did not like it
The Last Prophet,4.08,,it was amazing
Phenomena: The Lost and Forgotten Children,4.15,,it was amazing
The Time Machine,3.88,,it was ok
The Tenth Circle,3.49,,did not like it
Every Five Years,4.51,,liked it
The Virgin of Small Plains,3.86,,did not like it
The Missing Piece,3.6,,it was amazing
Turning Point,4.44,,did not like it
The Next Thing I Knew,3.58,,it was amazing
Turn to Me,4.37,,it was ok
The Secret Keeper,4.13,,really liked it
No Turning Back,4.17,,it was ok
Red Queen,4.07,,liked it
Stranger on Stranger,4.75,,did not like it
The Gift of the Magi and Other Short Stories,4.16,,did not like it
The Adventures of Sherlock Holmes,4.3,,liked it
The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights,4.35,,it was amazing
Soul Protector,3.5,,really liked it
An Instance of the Fingerpost,3.94,,liked it
The Awakening,3.64,,did not like it
I Am the Cheese,3.75,,it was ok
Sharp Objects,3.94,,it was ok
I'm in Love with a Stripper,3,,really liked it
Deep into Dusk,4.09,,it was ok
Caged,3.34,,liked it
I Am Her...,3.95,,did not like it
The Valley of Unknowing,3.82,,really liked it
The Glass Castle,4.25,,
The Crown Conspiracy,4.17,,did not like it
White Walls,4.09,,it was ok
Hitler the Cat Goes West,3.1,,it was ok
Double Trouble,4.41,,did not like it
Eragon,3.88,,really liked it
A Tale of Two Cities,3.82,,did not like it
The Bone Church,3.7,,liked it
"Code Geass: Lelouch of the Rebellion, Vol. 1",4.26,,did not like it
Elantris,4.17,,it was amazing
The Fall of the House of Usher and Other Tales,4.14,,really liked it
The Wrong Boy,4.15,,liked it
Jassy,3.94,,it was amazing
Identical,4.32,,it was amazing
The Horse and His Boy,3.91,,liked it
The Great Gatsby,3.9,,really liked it
The Shining,4.2,,it was amazing
Mystic River,4.19,,really liked it
A Thousand Acres,3.8,,really liked it
Affinity,3.73,,did not like it
Clockwork Princess,4.59,,really liked it
Moonlight on Diamonds,3.81,,it was ok
Slaughterhouse-Five,4.07,,it was ok
Reality of Life,4.49,,really liked it
Zero Alternative,4.05,,did not like it
The End of The Computer,4.05,,did not like it
The Cure Hotel,3.7,,really liked it
The Wee Free Men,4.27,,did not like it
Different Seasons,4.35,,it was amazing
The Gates to Love and War,4.57,,
Pygmalion,3.9,,it was amazing
The Bad Beginning,3.92,,it was amazing
Where Are the Children?,4.02,,it was amazing
La luz de Cabo rojo,4.82,,it was amazing
The Cask of Amontillado,4.09,,it was amazing
The Deadly Caress,4.23,,it was amazing
Wired,3.87,,really liked it
White Oleander,3.95,,it was amazing
For the Sake of a Child,4.15,,it was amazing
The End of the Affair,3.95,,it was amazing
The Blind Assassin,3.96,,really liked it
A Walk to Remember,4.16,,it was amazing
Room,4.04,,it was amazing
The Sign of the Four,3.95,,it was amazing
Murder at the Vicarage,4.04,,it was amazing
Clockwork Prince,4.45,,it was amazing
Things Fall Apart,3.63,,it was amazing
The Gargoyle,3.97,,really liked it
Fahrenheit 451,3.98,,really liked it
The Hundred Secret Senses,3.99,,it was amazing
The Unwords,3.64,,it was amazing
What Happened to Michael,4.3,,liked it
Off the Grid: The Catalyst,4.19,,it was amazing
The Tied Man,4.06,,it was amazing
Patriot Games,4.13,,it was amazing
Clear and Present Danger,4.09,,it was amazing
The Mysterious Affair at Styles,3.98,,it was amazing
The Lottery,4.09,,it was amazing
Suvashun,3.87,,it was amazing
Turn on a Dime,4.26,,
A Twist in the Tale,3.87,,really liked it
The Notebook,4.07,,it was amazing
Blank Slate,3.86,,it was amazing
The Elephant Tree,3.52,,it was amazing
The Shack,3.75,,really liked it
Familiar Scars,3.94,,it was ok
The Cuckoo's Calling,3.85,,it was amazing
Walden,3.37,,it was amazing
Heartstones,3.71,,it was amazing
A Real Basket Case,3.47,,it was amazing
The Trouble With Being God,3.25,,really liked it
Tropical Dreams,4.45,,liked it
London Fields,3.74,,it was amazing
Confidential Communications,3.78,,really liked it
Daughter of Fortune,3.89,,it was amazing
Nate Rocks the World,4.11,,it was amazing
Cracked Hearts,4.26,,really liked it
The Maze Runner,4.03,,it was amazing
Outsiders: 22 All-New Stories From the Edge,3.49,,really liked it
You Belong To Me,3.86,,really liked it
Hopeless,4.32,,really liked it
Explosion in Paris,4.11,,it was amazing
Delirium,3.99,,really liked it
The Gunslinger,3.97,,really liked it
Under the Dome,3.9,,it was amazing
Charlotte's Web,4.16,,really liked it
Harry Potter and the Order of the Phoenix,4.48,,it was amazing
The Grapes of Wrath,3.94,,it was amazing
The Good Girl,3.82,,it was amazing
Clockwork Angel,4.33,,liked it
The Day of the Jackal,4.26,,
Harry Potter and the Sorcerer's Stone,4.46,,did not like it
The Lightning Thief,4.24,,did not like it
Twilight,3.58,,it was amazing
The Giver,4.12,,it was amazing
The Hunger Games,4.33,,liked it
City of Bones,4.11,,it was amazing
The Fault in Our Stars,4.24,,did not like it
Divergent,4.22,,it was amazing
To Kill a Mockingbird,4.27,,it was ok
The Book Thief,4.36,,it was amazing
The Perks of Being a Wallflower,4.2,,liked it
The Hobbit,4.26,,it was ok
Holes,3.94,,it was amazing
The Outsiders,4.08,,really liked it
The Host,3.84,,it was amazing
The Golden Compass,3.96,,did not like it
Looking for Alaska,4.06,,really liked it
Vampire Academy,4.13,,it was amazing
Eragon,3.88,,it was ok
Uglies,3.86,,really liked it
A Wrinkle in Time,4.02,,did not like it
Clockwork Angel,4.33,,liked it
Ella Enchanted,3.97,,it was amazing
Bridge to Terabithia,3.98,,it was ok
Speak,4.01,,it was amazing
Pride and Prejudice,4.25,,it was amazing
Charlotte's Web,4.16,,liked it
Little Women,4.05,,
Graceling,4.09,,it was amazing
The Little Prince,4.29,,it was amazing
The Maze Runner,4.03,,it was amazing
"Hush, Hush",3.99,,it was ok
Number the Stars,4.13,,it was ok
Inkheart,3.87,,did not like it
Thirteen Reasons Why,3.98,,it was amazing
The Lost Hero,4.35,,it was amazing
The Bad Beginning,3.92,,did not like it
Charlie and the Chocolate Factory,4.12,,it was ok
Ender's Game,4.3,,really liked it
The Secret Garden,4.12,,it was amazing
Artemis Fowl,3.83,,it was amazing
Anne of Green Gables,4.24,,it was amazing
Stargirl,3.75,,did not like it
Island of the Blue Dolphins,3.81,,did not like it
Tuck Everlasting,3.86,,it was amazing
The Sisterhood of the Traveling Pants,3.77,,it was amazing
The City of Ember,3.86,,it was amazing
Lord of the Flies,3.66,,did not like it
The Angel Experiment,4.08,,it was amazing
Paper Towns,3.85,,it was amazing
Marked,3.79,,it was amazing
Coraline,4.04,,really liked it
The Catcher in the Rye,3.8,,it was amazing
The Phantom Tollbooth,4.21,,did not like it
Hatchet,3.69,,it was ok
Shiver,3.77,,it was amazing
Just Listen,4.06,,it was amazing
The Westing Game,4.03,,did not like it
A Little Princess,4.19,,
"Are You There God? It's Me, Margaret",3.9,,really liked it
The Princess Bride,4.26,,really liked it
Fallen,3.73,,did not like it
The Truth About Forever,4.13,,really liked it
Where the Red Fern Grows,4.05,,liked it
Matched,3.67,,it was ok
Howl's Moving Castle,4.3,,liked it
"I'd Tell You I Love You, But Then I'd Have to Kill You",3.82,,it was amazing
A Great and Terrible Beauty,3.79,,it was amazing
Delirium,3.99,,really liked it
Princess Academy,4.02,,it was ok
The Curious Incident of the Dog in the Night-Time,3.86,,really liked it
Beautiful Creatures,3.76,,really liked it
Cinder,4.15,,it was amazing
Because of Winn-Dixie,4.02,,really liked it
The Selection,4.14,,really liked it
Pippi Longstocking,4.12,,it was amazing
Black Beauty,3.95,,it was amazing
Alanna: The First Adventure,4.27,,really liked it
The Goose Girl,4.18,,really liked it
Watership Down,4.06,,really liked it
Sabriel,4.17,,did not like it
Go Ask Alice,3.76,,it was amazing
Walk Two Moons,3.96,,did not like it
Where the Sidewalk Ends,4.29,,really liked it
Legend,4.18,,it was amazing
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,,it was amazing
The Graveyard Book,4.13,,
The Summoning,4.03,,it was amazing
Flipped,3.95,,it was amazing
Fablehaven,4.09,,it was amazing
The Absolutely True Diary of a Part-Time Indian,4.11,,it was amazing
Evermore,3.59,,it was amazing
Among the Hidden,3.97,,really liked it
Mrs. Frisby and the Rats of NIMH,4.14,,did not like it
The Lovely Bones,3.79,,it was amazing
The Witch of Blackbird Pond,3.98,,it was amazing
The Princess Diaries,3.77,,it was amazing
This Lullaby,4.03,,it was amazing
The House of the Scorpion,4.1,,it was amazing
Wicked Lovely,3.69,,it was amazing
Maniac Magee,3.87,,really liked it
Unwind,4.18,,did not like it
The Boy in the Striped Pajamas,4.12,,it was amazing
Animal Farm,3.9,,did not like it
The True Confessions of Charlotte Doyle,3.82,,liked it
The Great Gatsby,3.9,,it was amazing
Before I Fall,3.91,,it was amazing
Gone,3.86,,it was amazing
I Am Number Four,3.94,,really liked it
Shatter Me,3.99,,it was amazing
The Hitchhiker's Guide to the Galaxy,4.21,,it was amazing
If I Stay,3.95,,it was ok
The Tale of Despereaux,4.02,,it was amazing
The Invention of Hugo Cabret,4.23,,it was amazing
An Abundance of Katherines,3.6,,really liked it
Of Mice and Men,3.85,,it was amazing
Flowers for Algernon,4.09,,it was amazing
Beastly,3.84,,
The Iron King,3.91,,it was amazing
Anna and the French Kiss,4.04,,it was ok
Redwall,4.12,,it was amazing
Eleanor & Park,4.09,,it was amazing
Miss Peregrine's Home for Peculiar Children,3.9,,liked it
James and the Giant Peach,4,,really liked it
A Separate Peace,3.56,,it was amazing
Daughter of Smoke & Bone,4.03,,it was amazing
Stardust,4.08,,it was amazing
The Witches,4.17,,it was amazing
Wonder,4.45,,really liked it
The Thief Lord,3.96,,really liked it
"A Child Called ""It""",4.09,,really liked it
Fangirl,4.1,,it was amazing
The Giving Tree,4.37,,it was amazing
Bloodlines,4.21,,it was ok
The Red Pyramid,4.08,,really liked it
My Sister's Keeper,4.06,,did not like it
The Secret Life of Bees,4.03,,liked it
Blue Bloods,3.68,,it was amazing
Perfect Chemistry,4.07,,it was amazing
The Call of the Wild,3.84,,liked it
Beauty: A Retelling of the Story of Beauty and the Beast,4.05,,it was amazing
"The Lion, the Witch and the Wardrobe",4.2,,it was amazing
The BFG,4.22,,really liked it
Lock and Key,4.01,,it was amazing
The Help,4.46,,it was amazing
Book of a Thousand Days,3.96,,liked it
Pretty Little Liars,3.89,,it was amazing
Obsidian,4.21,,did not like it
The Neverending Story,4.18,,
Diary of a Wimpy Kid,3.97,,it was amazing
Life of Pi,3.89,,it was amazing
Nick & Norah's Infinite Playlist,3.72,,it was amazing
Along for the Ride,4.07,,it was amazing
The Knife of Never Letting Go,3.97,,it was amazing
Peter Pan,4.09,,really liked it
The Adventures of Tom Sawyer,3.9,,really liked it
The 5th Wave,4.08,,did not like it
Night,4.31,,it was amazing
Wings,3.75,,it was amazing
Wake,3.75,,really liked it
Forever . . .,3.62,,really liked it
I Am the Messenger,4.08,,liked it
Life As We Knew It,3.89,,it was amazing
Someone Like You,3.94,,it was amazing
Little House in the Big Woods,4.17,,it was amazing
Glass Houses,3.92,,really liked it
A Tree Grows in Brooklyn,4.25,,it was ok
Tithe,3.73,,it was amazing
Gregor the Overlander,4,,it was amazing
Angelfall,4.17,,it was amazing
Sideways Stories from Wayside School,4.15,,it was amazing
The Last Song,4.14,,it was ok
The Raven Boys,4.06,,it was amazing
Elsewhere,3.91,,it was amazing
Poison Study,4.15,,really liked it
"Will Grayson, Will Grayson",3.81,,it was amazing
Shadowland,4.04,,really liked it
Treasure Island,3.83,,it was amazing
The Alchemist,3.84,,it was amazing
The Alchemyst,3.84,,
The Amulet of Samarkand,4,,it was amazing
The Thief,3.9,,it was amazing
"Angus, Thongs and Full-Frontal Snogging",3.75,,it was amazing
The Time Traveler's Wife,3.96,,it was amazing
Alice in Wonderland,4.03,,it was amazing
Blood and Chocolate,3.77,,really liked it
The Mysterious Benedict Society,4.15,,it was amazing
My Side of the Mountain,4.04,,liked it
Dealing with Dragons,4.15,,really liked it
The Ruins of Gorlan,4.21,,really liked it
Feed,3.54,,it was amazing
Jacob Have I Loved,3.66,,it was amazing
Unearthly,4.04,,it was amazing
It's Kind of a Funny Story,4.13,,really liked it
Oliver Twist,3.85,,really liked it
The Unbecoming of Mara Dyer,4.08,,really liked it
Stormbreaker,3.98,,it was amazing
Heidi,3.98,,it was amazing
Crank,4.16,,it was amazing
Heist Society,3.91,,it was amazing
All-American Girl,3.74,,really liked it
13 Little Blue Envelopes,3.64,,liked it
The Notebook,4.07,,really liked it
Esperanza Rising,3.94,,it was amazing
The Darkest Minds,4.22,,really liked it
The Indian in the Cupboard,3.9,,liked it
Dreamland,3.91,,liked it
And Then There Were None,4.25,,really liked it
The Watsons Go to Birmingham - 1963,3.96,,
Hex Hall,3.96,,it was amazing
Hoot,3.82,,it was amazing
Impulse,4.28,,it was ok
The Black Stallion,4.18,,it was amazing
Wintergirls,3.98,,really liked it
Shadow and Bone,4.05,,liked it
The Luxe,3.63,,it was ok
The Night Circus,4.04,,really liked it
Sense and Sensibility,4.06,,it was amazing
The Warrior Heir,3.94,,liked it
Wild Magic,4.33,,it was ok
"Tomorrow, When the War Began",4.05,,liked it
Terrier,4.16,,liked it
How I Live Now,3.58,,did not like it
Ruby Red,4.12,,really liked it
Keeping the Moon,3.86,,liked it
The Scorpio Races,4.09,,it was ok
The Boxcar Children,4.1,,it was ok
I Capture the Castle,4,,did not like it
Need,3.71,,liked it
Weetzie Bat,3.75,,really liked it
On the Jellicoe Road,4.13,,it was ok
Julie of the Wolves,3.8,,liked it
Out of the Dust,3.74,,it was ok
Water for Elephants,4.08,,really liked it
Harriet the Spy,3.95,,it was amazing
The Chocolate War,3.48,,liked it
The Devil's Arithmetic,4.01,,it was amazing
The Wind in the Willows,3.98,,liked it
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.41,,really liked it
Under the Never Sky,4,,
East,4.15,,it was amazing
A Wizard of Earthsea,4,,it was amazing
Matilda,4.29,,it was amazing
Trickster's Choice,4.28,,really liked it
Neverwhere,4.17,,it was amazing
Red Queen,4.07,,liked it
The Disreputable History of Frankie Landau-Banks,3.82,,liked it
Monster,3.71,,liked it
The Last Unicorn,4.18,,really liked it
First Test,4.25,,liked it
Sloppy Firsts,3.94,,really liked it
Peeps,3.77,,really liked it
Stolen: A Letter to My Captor,3.93,,it was amazing
Tangerine,3.61,,it was ok
Isle of Winds,4.23,,it was amazing
The Chosen,4.04,,it was amazing
The Forest of Hands and Teeth,3.59,,really liked it
The Looking Glass Wars,3.93,,liked it
King of the Wind: The Story of the Godolphin Arabian,4.19,,liked it
Nightshade,4.03,,really liked it
We Were Liars,3.84,,it was amazing
The Face on the Milk Carton,3.72,,really liked it
Between Shades of Gray,4.37,,really liked it
The Summer I Turned Pretty,3.95,,really liked it
Into the Wild,4.29,,really liked it
Savvy,3.97,,really liked it
Born at Midnight,4.13,,did not like it
The Miraculous Journey of Edward Tulane,4.36,,liked it
Noughts & Crosses,4.23,,it was amazing
Leviathan,3.91,,
Across the Universe,3.77,,it was amazing
Aristotle and Dante Discover the Secrets of the Universe,4.35,,it was amazing
"Catherine, Called Birdy",3.7,,it was amazing
Tales of a Fourth Grade Nothing,4.1,,it was amazing
The Demon King,4.19,,it was amazing
Switched,3.88,,did not like it
Freaky Friday,3.71,,really liked it
Fever 1793,3.91,,it was ok
A Monster Calls,4.37,,really liked it
Evernight,3.64,,really liked it
Avalon High,3.8,,it was amazing
Six of Crows,4.46,,it was amazing
Peter and the Starcatchers,4.02,,really liked it
Rules,3.96,,really liked it
The Mouse and the Motorcycle,3.92,,really liked it
Cut,3.76,,it was amazing
Brave New World,3.98,,did not like it
Tiger's Curse,4.06,,it was amazing
Saving Francesca,3.96,,it was amazing
Little Brother,3.93,,really liked it
The Fellowship of the Ring,4.35,,it was amazing
The Steward,3.95,,did not like it
Blubber,3.78,,it was amazing
Chains of Gaia,4.61,,really liked it
Ready Player One,4.29,,really liked it
Drowned Tomb,4.5,,it was amazing
The Book of Three,4,,really liked it
When You Reach Me,4.08,,really liked it
Willow,3.93,,really liked it
The Wales Boy (Angelica Grace Trilogy #1),4.28,,
The Diary of a Young Girl,4.12,,it was amazing
The Glass Castle,4.25,,really liked it
Night,4.31,,liked it
Angela's Ashes,4.09,,really liked it
"Eat, Pray, Love",3.53,,liked it
Into Thin Air: A Personal Account of the Mount Everest Disaster,4.13,,it was ok
Tuesdays with Morrie,4.08,,it was ok
Running with Scissors,3.71,,really liked it
I Know Why the Caged Bird Sings,4.21,,liked it
Into the Wild,3.96,,did not like it
"A Child Called ""It""",4.09,,really liked it
"Chickens, Mules and Two Old Fools: Tuck into a Slice of Andalucían Life",4,,it was ok
The Autobiography of Malcolm X,4.3,,it was amazing
Persepolis: The Story of a Childhood,4.24,,liked it
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.41,,did not like it
All Creatures Great and Small,4.32,,it was amazing
Confessions,3.63,,it was amazing
Me Talk Pretty One Day,3.98,,did not like it
Man's Search for Meaning,4.35,,really liked it
Marley and Me: Life and Love With the World's Worst Dog,4.13,,liked it
